epoch,train_loss,validation_loss,learning_rate
1,0.765087887956524,0.7517727159541194,3.75e-05
2,0.7197762643853648,0.701758669665077,7.5e-05
3,0.7110885056894043,0.6887406026778862,0.0001125
4,0.708484713240406,0.6789873963060424,0.00015
5,0.7057738588437424,0.6632441611195594,0.00018749999999999998
6,0.6487968590299962,0.6312955112758332,0.000225
7,0.6647580211723099,0.5956224766090104,0.0002625
8,0.6683722032886079,0.589349529074056,0.0003
9,0.6467943088835285,0.57483154550738,0.00029985723323727866
10,0.6377015048007982,0.5655651817574161,0.0002994292047137618
11,0.6200999054333324,0.5466997852433911,0.00029871672920607153
12,0.6490768132027007,0.528987377975081,0.0002977211629518312
13,0.5804219562972739,0.5180552640122364,0.00029644440106799
14,0.5729331060316887,0.6201958308179191,0.0002948888739433602
15,0.5385966080255242,0.4906590114074688,0.000293057542612234
16,0.4785025534047671,0.43368970656740935,0.0002909538931178862
17,0.4267254662471586,0.35726864833905136,0.000288581929876693
18,0.38038559900018465,0.3093782847844856,0.0002859461680554975
19,0.3085495048671786,0.2650176206482456,0.0002830516249767332
20,0.3242620501026757,0.24552574081457101,0.0002799038105676658
21,0.2517740071944803,0.23233873891465903,0.0002765087168719328
22,0.2620512749872122,0.3171996599789234,0.00027287280664334875
23,0.23716892994591454,0.5414572865129816,0.00026900300104368524
24,0.2298140739864917,0.3514314549251325,0.00026490666646784665
25,0.19986249087331667,0.36057235155587086,0.0002605916005215186
26,0.15582518254296254,0.3618647409569852,0.00025606601717798207
27,0.1643073968447191,0.2421156231861506,0.00025133853114234905
28,0.1850105120044304,0.22983749615797622,0.0002464181414529809
29,0.15422916828515165,0.24745845039462472,0.00024131421435130807
30,0.14564839817096129,0.36787601156106664,0.00023603646545265687
31,0.12121925252979085,0.34806463056873904,0.00023059494125202357
32,0.16533009883424887,0.2787714098489151,0.000225
33,0.15936457935005924,0.23809952517780253,0.0002192622919852551
34,0.10342858173471976,0.14449296452685872,0.0002133927392611049
35,0.19367609271618397,0.3288113235046187,0.00020740251485476345
36,0.10332345343995882,0.41312916574329817,0.00020130302149885031
37,0.09751584104355039,0.14479764271062923,0.00019510586992564093
38,0.114429849456046,0.44385499675171075,0.0001888228567653781
39,0.09731376420084668,0.3537348277200886,0.0001824659420907154
40,0.08589240648498404,0.17704272469601334,0.00017604722665003956
41,0.13334043287269637,0.42337836517558636,0.00016957892883300775
42,0.1158428058689627,0.17763083978903438,0.00016307336141214873
43,0.11485113540707824,0.27519071441659304,0.00015654290810480042
44,0.061647515275353115,0.1687340859611709,0.00015
45,0.08083504824046797,0.18191745490344347,0.0001434570918951996
46,0.05243518504387017,0.2690855450067956,0.00013692663858785124
