epoch,train_loss,validation_loss,learning_rate
1,0.766613956331678,0.7363511354183936,3.75e-05
2,0.7494094962110307,0.7081335077296675,7.5e-05
3,0.7226993485246015,0.6983517555775043,0.0001125
4,0.7147247781303042,0.7078746627517749,0.00015
5,0.6983290887186366,0.7022915768606719,0.00018749999999999998
6,0.6910954543590965,0.6957077141120847,0.000225
7,0.6893896212103123,0.7050463680588734,0.0002625
8,0.6650637273723302,0.7588276279429575,0.0003
9,0.6546895064038654,0.7365919243280402,0.00029985723323727866
10,0.6515419860631273,0.7607907509657006,0.0002994292047137618
11,0.6108717868730958,0.7028605390950298,0.00029871672920607153
12,0.6247668960300167,0.9369529271483463,0.0002977211629518312
13,0.6447043004819125,0.6593066683223012,0.00029644440106799
14,0.6098308804993174,0.9230995759506903,0.0002948888739433602
15,0.5887856632667734,0.670543867598986,0.000293057542612234
16,0.5844877966773585,0.8392240482008204,0.0002909538931178862
17,0.5438832104674615,0.7539781380105066,0.000288581929876693
18,0.4819640412381489,0.6748691781643629,0.0002859461680554975
19,0.4929580030904452,0.7512772028105341,0.0002830516249767332
20,0.43670024261475104,1.080530682864937,0.0002799038105676658
21,0.39438604861678966,0.7370121277899759,0.0002765087168719328
22,0.3146532677644779,0.7153378111036668,0.00027287280664334875
23,0.38990836839788817,1.2599543074157555,0.00026900300104368524
24,0.27998440472293046,0.8618844530305534,0.00026490666646784665
25,0.28462045468091335,0.9333711550203332,0.0002605916005215186
