"model","auc","all_age_rho","old_only_rho","young_minus_old_median","library_rho","detected_rho","cell_count_rho","median_signature_size","median_jaccard","genes_selected_ge_75pct","zero_signature_folds","role"
"factorial_medium_original",0.979166666666667,-0.632889761766969,0.654653670707977,0.263116072872406,-0.520879120879121,-0.116483516483516,-0.462046484214586,100,0.428571428571429,58,0,"Primary predefined"
"factorial_large_original",1,-0.712586991026513,0.436435780471985,0.282792034597949,-0.643956043956044,0.173626373626374,-0.407040950379516,200,0.438848920863309,122,0,"Large comparator"
"factorial_medium_equal_weight",0.979166666666667,-0.614137472529429,0.763762615825973,0.257693979858647,-0.542857142857143,-0.0197802197802198,-0.37843807278528,100,0.428571428571429,58,0,"Weight sensitivity"
"factorial_stability_selected",1,-0.806348437214212,-0.109108945117996,0.260199089123102,-0.692307692307692,0.0417582417582418,-0.556656002410905,54.5,0.407407407407407,30,0,"Stability comparator"
"age_only_de",1,-0.768843858739132,0.109108945117996,0.26373267967576,-0.727472527472527,0.134065934065934,-0.51265157534285,100,0.449275362318841,54,0,"Biological baseline"
"pc1_baseline",0.854166666666667,-0.51099988172296,0.218217890235992,0.221471270620367,-0.424175824175824,0.389010989010989,0.0286028775942363,NA,NA,NA,0,"Technical-axis baseline"
