"scenario","mode","n_replicates","auc_median","auc_q025","auc_q975","all_age_rho_median","all_age_rho_q025","all_age_rho_q975","old_only_rho_median","old_only_rho_q025","old_only_rho_q975","young_minus_old_median_median","young_minus_old_median_q025","young_minus_old_median_q975","library_rho_median","library_rho_q025","library_rho_q975","detected_rho_median","detected_rho_q025","detected_rho_q975","cell_count_rho_median","cell_count_rho_q025","cell_count_rho_q975","zero_signature_folds_median","zero_signature_folds_q025","zero_signature_folds_q975","prop_auc_ge_0_8","prop_all_age_rho_negative","prop_old_only_rho_negative"
"all_mice_14_cells","frozen_full_data_medium_rescore",20,1,0.9890625,1,-0.787596147976672,-0.87245025677654,-0.719033090451917,0,-0.493717976658933,0.327326835353989,1.14135443650463,0.983687209188416,1.31734982807942,-0.573626373626374,-0.797912087912088,-0.289230769230769,0.610989010989011,0.443076923076923,0.812527472527472,NA,NA,NA,0,0,0,1,1,0.45
"all_mice_14_cells","full_retraining_nested_lomo",20,1,0.916666666666667,1,-0.740715424882823,-0.865418148312462,-0.589290689289689,0.0545544725589981,-0.556455620101781,0.436435780471985,0.262497710054755,0.154391195498455,0.337635957395347,-0.602197802197802,-0.737142857142857,-0.321538461538462,0.624175824175824,0.353846153846154,0.776263736263736,NA,NA,NA,0,0,0,1,1,0.35
"min25_mice_28_cells","frozen_full_data_medium_rescore",20,1,1,1,-0.724357685086626,-0.874403205568856,-0.619399734798564,-0.0545544725589981,-0.608282369032829,0.332782282609888,1.10689477979931,0.97994180462169,1.18819547441852,-0.660839160839161,-0.86486013986014,-0.523776223776224,0.5,0.317307692307692,0.701748251748252,NA,NA,NA,0,0,0,1,1,0.5
"min25_mice_28_cells","full_retraining_nested_lomo",20,0.90625,0.76484375,1,-0.532181156390174,-0.815271965969948,-0.236524958395633,0.163663417676994,-0.441891227727885,0.654653670707977,0.184550351484781,0.0642535470721713,0.293582422149424,-0.594405594405594,-0.836538461538462,-0.221153846153847,0.332167832167832,0.129195804195804,0.570104895104895,NA,NA,NA,0,0,0,0.9,1,0.3
