"comparison","facs_genes","droplet_v1_genes","overlap_genes","union_genes","jaccard","score_spearman_on_droplet"
"FACS_v2_factorial_medium_original_vs_Droplet_v1_Medium",100,100,7,193,0.0362694300518135,0.776223776223776
