epoch,train_loss,validation_loss,learning_rate
1,0.7280169631053922,0.7220171702407829,3.75e-05
2,0.7245546635184251,0.7052938432869701,7.5e-05
3,0.7036084397239442,0.7036977776070166,0.0001125
4,0.7088631141648646,0.6985556007295581,0.00015
5,0.6969569164604974,0.6921070720983125,0.00018749999999999998
6,0.7021202233220799,0.673385871481684,0.000225
7,0.7099383712695929,0.6628886637817581,0.0002625
8,0.6683336101655901,0.6508669841328789,0.0003
9,0.6776212164591813,0.6154911657425332,0.00029985723323727866
10,0.66175675577556,0.5960563144096374,0.0002994292047137618
11,0.6185493130629031,0.6402772586183311,0.00029871672920607153
12,0.6172986725227182,0.5598285988167705,0.0002977211629518312
13,0.5891417341153898,0.5254211683037783,0.00029644440106799
14,0.5649367324691609,0.49831916705802276,0.0002948888739433602
15,0.48413511696508377,0.5090070904952766,0.000293057542612234
16,0.46989237148687646,0.3325484826170272,0.0002909538931178862
17,0.43794967198775986,0.22085679830591548,0.000288581929876693
18,0.40748893093655125,0.30071557566672497,0.0002859461680554975
19,0.3157266008964791,0.41013211556537404,0.0002830516249767332
20,0.306200704372854,0.15470104063244047,0.0002799038105676658
21,0.26955961951278185,0.09337269043498181,0.0002765087168719328
22,0.2933649749749722,0.07130957276966172,0.00027287280664334875
23,0.26342065221767524,0.08809522981343793,0.00026900300104368524
24,0.22776195852785314,0.1285461068790444,0.00026490666646784665
25,0.2021664144155004,0.0628512594714656,0.0002605916005215186
26,0.18674849687555206,0.058661455133678264,0.00025606601717798207
27,0.2698816199240988,0.08996283207364075,0.00025133853114234905
28,0.15822471939963945,0.10683160159383626,0.0002464181414529809
29,0.16935927581423676,0.05704392562493343,0.00024131421435130807
30,0.17256657498537528,0.10282932882772997,0.00023603646545265687
31,0.1739666982087171,0.2423991676037704,0.00023059494125202357
32,0.15759745508580672,0.1585274868313233,0.000225
33,0.18394536667247724,0.09403592438562647,0.0002192622919852551
34,0.11641575347185577,0.061385572805450275,0.0002133927392611049
35,0.15600653295642422,0.041277421916096575,0.00020740251485476345
36,0.09618880869978565,0.07830682381362156,0.00020130302149885031
37,0.1066312103125607,0.0308102094226933,0.00019510586992564093
38,0.0745501650223899,0.022425497874806005,0.0001888228567653781
39,0.08507901707393205,0.0557328759182889,0.0001824659420907154
40,0.09416466346025622,0.07008146259297983,0.00017604722665003956
41,0.10461569600186106,0.08013439424348356,0.00016957892883300775
42,0.06447026615271703,0.05399683928854968,0.00016307336141214873
43,0.08461999737451846,0.030602770595935462,0.00015654290810480042
44,0.09685265014221377,0.10204625308673701,0.00015
45,0.07534068661771688,0.043749987021231215,0.0001434570918951996
46,0.06737703767184527,0.0631845434175611,0.00013692663858785124
47,0.0988165449301683,0.08240464233783855,0.00013042107116699228
48,0.10207634398150318,0.08308040286821335,0.00012395277334996044
49,0.07592528013241764,0.08031351211320145,0.00011753405790928456
50,0.08018785991445748,0.07049240354247535,0.00011117714323462186
