"model","auc_young_vs_old","all_age_rho","old_only_rho","young_minus_old_median","library_rho","detected_rho","cell_count_rho"
"age_only_de",1,-0.825100726451752,-0.218217890235992,1,-0.789010989010989,0.27032967032967,-0.490649361808822
"factorial_large_original",1,-0.731339280264053,0.327326835353989,1,-0.674725274725275,-0.010989010989011,-0.525852903463266
"factorial_medium_equal_weight",1,-0.731339280264053,0.327326835353989,1,-0.665934065934066,0.0417582417582418,-0.525852903463266
"factorial_medium_original",1,-0.731339280264053,0.327326835353989,1,-0.665934065934066,0.0417582417582418,-0.525852903463266
"factorial_stability_selected",1,-0.768843858739132,0.109108945117996,1,-0.70989010989011,-0.0945054945054945,-0.690869504968476
