"model","n_mice","young_median","old_median","age_3_median","age_18_median","age_21_median","age_24_median","auc","all_age_rho","old_only_rho","young_minus_old_median","all_gene_library_rho","filtered_DGE_library_rho","effective_library_rho","cell_count_rho","detected_genes_rho"
"M1_raw_all_gene_denominator",12,0.44553516126511,0.315183828834241,0.44553516126511,0.32501204318416,0.362373876343888,0.275862988583058,1,-0.807919321471122,-0.661724102537294,0.130351332430869,-0.027972027972028,-0.027972027972028,-0.048951048951049,-0.0979020979020979,0.335664335664336
"M4_raw_all_gene_denominator_pi_0_90",12,0.388157647295178,0.254709190688906,0.388157647295178,0.263249803445582,0.307949178784836,0.217222731844863,1,-0.829754978808179,-0.700649049745371,0.133448456606272,-0.034965034965035,-0.034965034965035,-0.055944055944056,-0.104895104895105,0.307692307692308
