epoch,train_loss,validation_loss,learning_rate
1,0.7192510881690188,0.7086396674627917,3.75e-05
2,0.7099226161944661,0.7011160430715928,7.5e-05
3,0.7049597969575435,0.7063914086223628,0.0001125
4,0.7011116816800678,0.6961494560973626,0.00015
5,0.6874851277380278,0.6911758640226064,0.00018749999999999998
6,0.6958042087128516,0.6814788154968229,0.000225
7,0.6878411085805146,0.6725446384819186,0.0002625
8,0.6854482576439747,0.648129852442354,0.0003
9,0.6442370120182322,0.6994743513916608,0.00029985723323727866
10,0.622658695695405,0.6437323782433895,0.0002994292047137618
11,0.6275059672691795,0.7057364115366282,0.00029871672920607153
12,0.6194725615004875,0.6540411151986707,0.0002977211629518312
13,0.5945551324151658,0.7674819805954664,0.00029644440106799
14,0.588329532351294,0.6004513258552292,0.0002948888739433602
15,0.5589781533123974,0.6207148753015924,0.000293057542612234
16,0.5397003797048769,0.6483120388770234,0.0002909538931178862
17,0.5043963464585416,0.6728152612593674,0.000288581929876693
18,0.47076367630551313,0.5577177195006382,0.0002859461680554975
19,0.4133194364381559,0.5801167959027325,0.0002830516249767332
20,0.4550182579591576,0.6935570454815131,0.0002799038105676658
21,0.3551533130454534,0.6565191292518227,0.0002765087168719328
22,0.35577003786336303,0.526009718048059,0.00027287280664334875
23,0.2847987893538304,0.45981796122502816,0.00026900300104368524
24,0.22218401785263864,0.3856499947256438,0.00026490666646784665
25,0.2998481949208817,0.4043551911963489,0.0002605916005215186
26,0.19936109185911208,0.5023716066555942,0.00025606601717798207
27,0.182751516846958,0.4872832095808221,0.00025133853114234905
28,0.20154395047037602,0.5232846884363866,0.0002464181414529809
29,0.17371123587571322,0.5574951152644685,0.00024131421435130807
30,0.14378743471905256,0.5648561550481718,0.00023603646545265687
31,0.15750486514778042,0.46822530762784315,0.00023059494125202357
32,0.13144572815632954,0.6434493282181698,0.000225
33,0.1372079663225523,0.4464260727474546,0.0002192622919852551
34,0.1285776950000105,0.5078214706020399,0.0002133927392611049
35,0.14856597939038307,0.4313168312824279,0.00020740251485476345
36,0.12202874903307717,0.5142322967433374,0.00020130302149885031
