"gene","18-F-50","18-F-51","18-M-52","18-M-53","21-F-54","21-F-55","24-M-58","24-M-59","24-M-60","24-M-61","3-F-56","3-F-57"
"Sulf1",5.9017929570489,6.26576336637503,5.92702286348266,5.87473684427778,6.00006934676918,5.73092968369607,5.6758624106744,5.7814081004074,5.59175686952789,5.75546746667009,6.28592724829445,6.14797575934843
"Ncoa2",3.57918507388864,3.14006521112026,2.85227117323081,3.32223328981336,3.37944247821912,3.19397206529307,3.40179578304787,3.46190335779938,3.94349985995417,3.68410181561358,3.31204881767905,3.80644258744071
"Tram1",7.24084507778941,7.35170578432055,7.3771823344208,7.47054902934329,7.16673496324211,7.05938007921155,7.2468669890021,7.02404897469225,6.87687339922853,6.88378201222932,7.34394852506205,7.16577663616631
"Lactb2",1.59243734580592,1.31864682612248,2.15750241871138,2.5349570941531,2.27510377069777,2.84873859976468,2.627704712897,2.76454378252711,2.77652400030426,2.15252126511676,2.46638771669878,1.92151172741305
"Gm5523",-0.131490093932028,0.12377598562673,0.233605609512413,-0.895805657901255,0.862805287012576,1.13466139425774,0.692494901439762,0.99221974421732,0.217835950429058,-0.0483427471131454,1.56408471587761,0.863309974979696
"Eya1",-0.131490093932028,0.12377598562673,-0.131442964989325,-0.017204623075443,-0.503704443824113,-0.587623499342735,-0.4376867703052,-0.559595922005026,1.44070512987126,0.629360323310381,0.741623439016966,0.998705669892692
"Msc",2.19931291239871,1.96312561455695,3.46371599761927,4.45091494151129,2.41073279033092,2.00148749089138,3.37763177873376,2.66866689743819,3.02590595057662,2.62889914730699,2.31496798421874,2.43274306919143
"Terf1",3.44634794121041,3.25065969190984,3.20049684333637,3.34374159491989,3.33465881834998,3.86558619097567,4.01675164857518,3.73866910979564,3.52439426553236,3.83826524683585,3.43955670617491,3.10788450861932
"Gm106",3.1371751374868,3.53917301783594,2.31820751205662,2.74351351882994,3.19130920980007,2.35530454429501,2.78295910764898,2.93906948709999,2.33395492090603,3.22875968187641,3.22975853676985,2.56953672342867
"Rpl7",10.0428756714046,10.1045975453881,11.4319305849814,11.2989168251559,11.0063878253511,10.9602423926722,10.7374806807571,10.7989191737501,10.9695627341769,10.9135699824693,10.7989136654155,10.769087312346
"Rdh10",4.92365449563284,4.68215131991946,6.44071111240265,5.4968649401314,5.70692120086923,5.61286273718984,5.34922720134468,5.20721376857397,5.41066613176009,5.52054981026099,4.46244384823497,4.5532440220344
"Stau2",1.82426186576195,3.25065969190984,1.23793275657809,1.40092406636388,2.36692471518352,1.84269340373222,2.02637488046078,2.15869460491627,2.00269933851669,2.55964404632091,1.95406335184936,2.33376490532536
"Ube2w",5.74093516791375,5.54669549360466,5.30568400903716,5.31826080003975,5.2081401081515,5.25121038896376,5.47413369723241,5.53180262859816,5.27272174314459,5.41667021322895,5.49151939169873,5.41383144038917
"Tceb1",7.41091681029642,7.20832856102801,7.58993845749587,7.36669292045769,7.75731043966782,7.85716983519253,7.79055550995558,7.63479328247514,7.81775219205719,7.54537640248112,7.62450425086966,7.49553814098043
"Tmem70",4.64926418555555,4.6009685889046,4.44689421124476,4.56518915394029,4.5804520351937,4.66039606284803,4.86679367206975,4.89047860651402,4.75606839083313,4.72681338793471,4.63222257322422,4.70946112195179
"Ly96",4.01412604353373,4.16562525323174,4.22152292403612,4.17908811940824,4.08128323517885,4.08249337191307,4.28705454504088,3.94373689226232,3.79014200896947,3.8672152995287,4.06376735072983,3.80644258744071
"Jph1",0.524627422540264,1.96312561455695,0.76678472152133,-0.017204623075443,0.730775916834726,0.830526484882154,1.89634776457052,1.44224732139191,1.13576642600701,1.08862425863927,1.15231516152221,0.998705669892692
"Pi15",4.38463683764633,4.1080279707205,2.82577282844018,2.8674862491312,3.83022126292796,3.57694662815967,3.60278657264666,3.23524195404756,2.88150349906582,3.13664816868011,3.68577626423286,3.78786603325029
"Crispld1",5.0887499256222,5.71046216164951,4.37561186924153,4.48034321806829,5.13166599051073,4.68401074969658,4.7398461990976,4.67710022162512,4.28710020322911,4.99946252695463,5.5827479037056,5.71358492621182
"Mcm3",1.82426186576195,1.96312561455695,2.19938785553751,2.41816234753503,1.95831803903503,1.53168351618509,2.08724248180419,1.95700468910255,2.17781372075213,1.58325911766676,0.741623439016966,1.85167861954495
"Paqr8",0.973968249215316,1.96312561455695,1.06746757098924,1.31642026460467,0.983758453933731,0.939186114888727,1.41650786338403,1.58914812999422,2.17781372075213,0.629360323310381,1.37284109227841,1.12247767240419
"Efhc1",-0.131490093932028,0.12377598562673,1.46094228366158,1.99740161010943,1.89803297809221,1.95047375948556,1.962825711309,1.84449511396763,0.955135291811437,0.877190759319325,1.88404848472698,1.98812008254771
"Tram2",0.524627422540264,-1.36879644547216,1.15521641727664,0.798514816584193,-0.503704443824113,0.289109909712137,0.123561352011041,0.492301605388292,0.748607402608135,0.329941912106685,1.02797079012156,0.863309974979696
"Tmem14a",3.96640816797771,4.27434896252386,3.65647653132943,3.56131510211683,3.89334500760369,3.67448130349581,3.68385169126036,3.2791906173211,3.86885770983417,3.18343892903081,4.06376735072983,3.91314259051683
