"model","metric","role","observed","null_mean","null_sd","null_median","null_q025","null_q975","z_null","empirical_p","valid_null_n"
"M1_raw_all_gene_denominator","abs_all_age_rho","primary",0.806348437214212,0.358466245742731,0.229374311903649,0.346917350894487,0.00937614461876991,0.78806495520761,1.95262576595595,0.023,999
"M1_raw_all_gene_denominator","auc_distance_from_half","supporting",0.5,0.218280780780781,0.138367632193056,0.208333333333333,0.0208333333333333,0.5,2.03601965831252,0.039,999
"M1_raw_all_gene_denominator","young_minus_old_median","recorded_not_primary",0.260143098620307,-0.0766732181030077,0.129390126801803,-0.0778180362366586,-0.336155529720551,0.172383329784164,2.60310678294057,0.002,999
"M4_raw_all_gene_denominator_pi_0_90","abs_all_age_rho","primary",0.843853015689292,0.354749575803759,0.224707259904244,0.332853133966332,0.0187522892375398,0.792284220286057,2.17662500131931,0.01,999
"M4_raw_all_gene_denominator_pi_0_90","auc_distance_from_half","supporting",0.5,0.214860694027361,0.139319361216773,0.208333333333333,0,0.5,2.04665958472906,0.036,999
"M4_raw_all_gene_denominator_pi_0_90","young_minus_old_median","recorded_not_primary",0.272793280256031,-0.0867585776497804,0.16206282020467,-0.0812881168695189,-0.400432593242112,0.192715329597518,2.21859558812893,0.007,999
