"model","stability_threshold","signature_size","young_high_n","old_high_n","young_reference_center","old_reference_center","calibration_denominator","filtered_gene_count","inner_eligible_folds","scoring_transform","de_normalization","minimum_weighted_coverage"
"M1_raw_all_gene_denominator",0.75,58,30,28,1.54993017122227,-1.10036012144746,2.65029029266973,12824,14,"log2(raw_all_gene_CPM + 1)","edgeR TMM plus limma voom",0.8
