"model","signature_rank","inner_selection_frequency","gene","age_only_logFC","age_only_t","female_logFC","male_logFC","common_logFC","common_t","interaction_logFC","sex_linked_flag","female_direction","male_direction","common_direction","age_only_direction","sex_direction_concordant","age_only_common_concordant","interaction_ratio","interaction_penalty","reliability_pass","module","weight","rank_score","training_mean","training_sd"
"M1_raw_all_gene_denominator",11,0.928571428571429,"Suox",-7.40846499848963,-4.96614568649504,-6.06959309156571,-7.60254743164909,-6.8360702616074,-3.93753198334486,-1.53295434008338,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.112122474557514,0.899181540592348,TRUE,"young_high",24.2034900932845,24.2034900932845,2.01797102449593,1.95496825180336
"M1_raw_all_gene_denominator",12,0.928571428571429,"Awat2",-6.24145151588064,-4.0494805174325,-8.69230810720517,-4.94961600394886,-6.82096205557701,-4.44708614168302,3.74269210325631,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.27435219536546,0.784712423799936,TRUE,"young_high",23.8030004112036,23.8030004112036,0.440584690284117,0.814461007003313
"M1_raw_all_gene_denominator",13,1,"Osbpl10",-6.30856080279143,-4.1238564451696,-8.23606220565375,-5.20792841573603,-6.72199531069489,-4.29285158860614,3.02813378991772,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.225240678155428,0.816166176840845,TRUE,"young_high",23.5517223371676,23.5517223371676,0.434483634067418,0.724168357397014
"M1_raw_all_gene_denominator",14,1,"Pcdhb14",-6.74191597156534,-3.85754923382527,-7.31651932098529,-6.55135928757158,-6.93393930427844,-3.58278164320376,0.765160033413711,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.0551749838484021,0.947710109988421,TRUE,"young_high",23.5437636740135,23.5437636740135,0.956785021603183,1.37211549230664
"M1_raw_all_gene_denominator",15,1,"2010310C07Rik",-6.20188259927477,-3.89712082468963,-7.41351938472554,-5.71621742780767,-6.5648684062666,-3.75510911153696,1.69730195691787,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.129271580373652,0.885526579593122,TRUE,"young_high",21.8298216273681,21.8298216273681,0.541259666019366,0.721561673726535
"M1_raw_all_gene_denominator",16,0.785714285714286,"4933407K13Rik",-6.51885213685879,-3.82675873321907,-6.52369144014228,-6.29308936122437,-6.40839040068333,-3.4061775174501,0.230602078917919,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.0179921982360135,0.982325799483345,TRUE,"young_high",21.4423208190343,21.4423208190343,0.951230407631045,1.27515261155093
"M1_raw_all_gene_denominator",17,0.857142857142857,"Nek4",-7.65670671684456,-4.81986389806277,-4.60658051952344,-9.32405164602926,-6.96531608277635,-4.05194042993798,-4.71747112650582,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.338640108489186,0.747026772661562,TRUE,"young_high",21.0833708508494,21.0833708508494,1.04772884533391,1.78369443716504
"M1_raw_all_gene_denominator",18,0.857142857142857,"Xylb",-6.30131991625613,-3.65829663601875,-8.4653000548574,-5.20213264752534,-6.83371635119137,-3.78991871136356,3.26316740733207,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.23875494686052,0.807262164752103,TRUE,"young_high",20.9074680453708,20.9074680453708,0.718021742575103,1.26477141742239
"M1_raw_all_gene_denominator",19,0.785714285714286,"Slc26a6",-6.24178505364956,-3.84782392873975,-6.83256401247707,-5.81618083760601,-6.32437242504154,-3.56815563047759,1.01638317487106,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.0803544625623404,0.92562213111819,TRUE,"young_high",20.8879084223221,20.8879084223221,0.71339670207896,0.979543956181625
"M1_raw_all_gene_denominator",20,0.857142857142857,"Clcn2",-6.70011120671496,-4.07663366031209,-5.88798085383149,-7.32991179365098,-6.60894632374123,-3.46416388775482,-1.44193093981949,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.109089313189786,0.901640641657577,TRUE,"young_high",20.6425874981781,20.6425874981781,1.35222105114547,1.72711995094367
"M1_raw_all_gene_denominator",21,0.857142857142857,"Pcdhgb2",-6.25377060062942,-3.74497365532075,-7.09232255612238,-5.81735222140788,-6.45483738876513,-3.49348794112295,1.2749703347145,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.0987608330902959,0.91011616894595,TRUE,"young_high",20.523025485117,20.523025485117,0.64631040236128,1.2909225431059
"M1_raw_all_gene_denominator",22,0.857142857142857,"Postn",-8.00612759186668,-4.70459287803585,-2.46366770652104,-9.91814184282083,-6.19090477467094,-5.26815428072229,-7.45447413629979,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.602050411496242,0.624200083108524,TRUE,"young_high",20.3580619287543,20.3580619287543,4.43084364395044,3.56497121560374
"M1_raw_all_gene_denominator",23,0.857142857142857,"Prosapip1",-5.93924718064991,-3.71133593688334,-7.68573515616672,-5.14264452822917,-6.41418984219795,-3.71202666644206,2.54309062793755,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.198239410764517,0.834557761175596,TRUE,"young_high",19.8705229722574,19.8705229722574,0.536584758641372,1.03240625186293
"M1_raw_all_gene_denominator",24,0.857142857142857,"Atp8b2",-6.59994195145323,-4.55481720615833,-5.06348711962717,-7.47748150423827,-6.27048431193272,-3.71521686817539,-2.4139943846111,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.192488655742956,0.83858240091766,TRUE,"young_high",19.5357909487259,19.5357909487259,1.56476375489246,1.83533304248262
"M1_raw_all_gene_denominator",25,0.785714285714286,"Gm20257",-5.92165589658741,-3.74834041654387,-6.54957728004445,-5.23554164120034,-5.89255946062239,-3.64889202752103,1.31403563884412,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.111499556018546,0.899685469584942,TRUE,"young_high",19.3444190968259,19.3444190968259,0.459722759734375,0.751050782202289
"M1_raw_all_gene_denominator",26,0.928571428571429,"Vstm2b",-6.77065102463528,-3.81519802465625,-5.57682650215868,-6.42927646381916,-6.00305148298892,-3.38232216602761,-0.852449961660481,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.0710013809705548,0.933705612119554,TRUE,"young_high",18.95819599814,18.95819599814,1.26922057285675,1.44118395180093
"M1_raw_all_gene_denominator",27,0.785714285714286,"Camsap3",-6.22426223437914,-3.78122438350443,-5.72982772092134,-6.56337449356228,-6.14660110724181,-3.28865345169371,-0.833546772640939,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.0678054985423872,0.93650014105102,TRUE,"young_high",18.930452198559,18.930452198559,0.872361735118744,1.32820394758647
"M1_raw_all_gene_denominator",28,0.857142857142857,"Fastkd5",-6.61461134878595,-3.68520901636532,-5.95950088806134,-6.75061751099622,-6.35505919952878,-3.15104369468049,-0.791116622934884,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.062243052019916,0.941404133544054,TRUE,"young_high",18.8516829382104,18.8516829382104,1.20199618526928,1.52313968100122
"M1_raw_all_gene_denominator",29,0.785714285714286,"Brwd3",-7.28556820157282,-4.90210977725964,-4.43954817083445,-8.34699208791147,-6.39327012937296,-3.81779029598158,-3.90744391707703,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.305590373347003,0.765937020074992,TRUE,"young_high",18.695116904804,18.695116904804,1.01854849588126,1.3535833542933
"M1_raw_all_gene_denominator",30,0.857142857142857,"Mical3",-6.30332670345221,-4.24611209425239,-5.17031290108649,-6.67156087042657,-5.92093688575653,-3.53378554584903,-1.50124796934008,FALSE,-1,-1,-1,-1,TRUE,TRUE,0.126774518250395,0.887489008495466,TRUE,"young_high",18.5692175727044,18.5692175727044,0.936493474247133,1.29579923733359
"M1_raw_all_gene_denominator",1,1,"Nrxn2",5.82894369737625,4.36096901630754,6.59995628939988,5.50693564377708,6.05344596658848,4.22366209379138,-1.0930206456228,FALSE,1,1,1,1,TRUE,TRUE,0.090280855018347,0.917194863504388,TRUE,"old_high",23.4505725274464,23.4505725274464,1.28917041926537,1.16398661042051
"M1_raw_all_gene_denominator",2,0.928571428571429,"Aox3",6.69168265809956,4.18826769774301,5.26502983379523,7.21375217846282,6.23939100612902,3.53193324998332,1.94872234466759,FALSE,1,1,1,1,TRUE,TRUE,0.156162851998736,0.864930055719428,TRUE,"old_high",19.0605609893943,19.0605609893943,2.17846495305153,1.78816305374631
"M1_raw_all_gene_denominator",3,1,"Rgs20",5.173392256917,3.27456392619509,7.62735823143722,4.07320920256322,5.85028371700022,3.54608561469216,-3.55414902887399,FALSE,1,1,1,1,TRUE,TRUE,0.303758663429211,0.76701311987431,TRUE,"old_high",15.9121526956194,15.9121526956194,0.800718351609617,0.942400500397407
"M1_raw_all_gene_denominator",4,0.928571428571429,"Acot1",5.72406554693477,3.70943302621918,4.85412386453411,6.08467632901754,5.46940009677583,3.14246568055043,1.23055246448343,FALSE,1,1,1,1,TRUE,TRUE,0.112494270872098,0.898881033532054,TRUE,"old_high",15.4494297609675,15.4494297609675,1.99660423843394,1.56075948799439
"M1_raw_all_gene_denominator",5,1,"Trim46",4.57253092484464,2.48933946641571,9.41606418677168,2.87006828767535,6.14306623722352,3.83871515584291,-6.54599589909634,FALSE,1,1,1,1,TRUE,TRUE,0.532795440706455,0.652402775636589,TRUE,"old_high",15.3846239634613,15.3846239634613,0.651378784937003,1.16156503525934
"M1_raw_all_gene_denominator",6,0.928571428571429,"Mutyh",5.08258835901849,3.3652583063458,4.46848233078239,5.40507202895663,4.93677717986951,2.95287459571937,0.936589698174247,FALSE,1,1,1,1,TRUE,TRUE,0.0948584034879006,0.913360117449243,TRUE,"old_high",13.3146750965454,13.3146750965454,1.54308612929782,1.15613514268883
"M1_raw_all_gene_denominator",7,0.857142857142857,"Lect1",4.92984079864018,2.50474551750488,7.17403145339288,4.15538996425383,5.66471070882336,2.80573148704272,-3.01864148913905,FALSE,1,1,1,1,TRUE,TRUE,0.266442663876422,0.789613322832259,TRUE,"old_high",12.5498434742283,12.5498434742283,1.24745016812407,1.84041173298413
"M1_raw_all_gene_denominator",8,0.928571428571429,"Nudt7",4.83001366185364,3.14542085337656,4.79442855483156,4.72950252743216,4.76196554113186,2.65271859457012,-0.064926027399403,FALSE,1,1,1,1,TRUE,TRUE,0.0068171451495663,0.993229013647207,TRUE,"old_high",12.5466223916818,12.5466223916818,1.54950811003483,1.38880912480727
"M1_raw_all_gene_denominator",9,0.928571428571429,"Fam196a",4.74211099354751,3.04428327433423,4.44371865126733,4.9669460788871,4.70533236507721,2.74075975031742,0.523227427619771,FALSE,1,1,1,1,TRUE,TRUE,0.0555994063143911,0.947329066327808,TRUE,"old_high",12.2169314239161,12.2169314239161,1.23862869766986,0.990508567254179
"M1_raw_all_gene_denominator",10,0.785714285714286,"1810010H24Rik",4.57072011287781,2.79068224389126,5.56127448440254,4.23492249705977,4.89809849073116,2.82191536411594,-1.32635198734277,FALSE,1,1,1,1,TRUE,TRUE,0.135394567346706,0.880751087559712,TRUE,"old_high",12.1737586064446,12.1737586064446,2.4100569167145,1.6505709232997
"M1_raw_all_gene_denominator",11,0.928571428571429,"Foxf2",4.8757260965825,2.77910066741801,4.41566712045321,5.30758027212073,4.86162369628697,2.71554030582405,0.891913151667517,FALSE,1,1,1,1,TRUE,TRUE,0.0917299564566003,0.915977430211473,TRUE,"old_high",12.0926745858159,12.0926745858159,1.02263058837533,1.36961525593297
"M1_raw_all_gene_denominator",12,0.928571428571429,"Ankrd33b",4.49642789209107,2.89895037186769,4.76548607014913,4.36194667010719,4.56371637012816,2.6734871935314,-0.40353940004194,FALSE,1,1,1,1,TRUE,TRUE,0.0442117041356477,0.957660210127367,TRUE,"old_high",11.6844479161883,11.6844479161883,1.83392714020424,1.3708266347474
"M1_raw_all_gene_denominator",13,0.857142857142857,"Hp",4.69677827144881,2.447066042291,7.63888883491619,3.42153918124319,5.53021400807969,2.90631571503972,-4.217349653673,FALSE,1,1,1,1,TRUE,TRUE,0.381300729611069,0.72395531151393,TRUE,"old_high",11.6358064067195,11.6358064067195,1.07691356524059,1.55123514485476
"M1_raw_all_gene_denominator",14,1,"Lcn2",6.45161626281447,2.11852298049346,9.43315235176917,4.66468872953998,7.04892054065457,2.19395880363273,-4.76846362222919,FALSE,1,1,1,1,TRUE,TRUE,0.338240675042828,0.747249742627944,TRUE,"old_high",11.5562481134283,11.5562481134283,3.53311192950833,2.86266838242332
"M1_raw_all_gene_denominator",15,0.857142857142857,"Chaf1b",3.36334391833206,1.80916008412227,9.95864313966177,1.03029957144274,5.49447135555226,3.76513359274655,-8.92834356821903,FALSE,1,1,1,1,TRUE,TRUE,0.812484238971648,0.551728935622288,TRUE,"old_high",11.4138474864261,11.4138474864261,0.554400450444417,1.14217529784179
"M1_raw_all_gene_denominator",16,0.928571428571429,"Ddb2",4.96305273780807,2.17290217401183,8.85126671426507,3.2692495819701,6.06025814811758,2.72381547959415,-5.58201713229496,FALSE,1,1,1,1,TRUE,TRUE,0.46054281313792,0.684676950928633,TRUE,"old_high",11.3019795145303,11.3019795145303,1.6225762666811,2.17778917329765
"M1_raw_all_gene_denominator",17,0.857142857142857,"Miip",4.53128967249927,2.87174035810061,5.50534106763866,4.03553888692956,4.77043997728411,2.7044282046059,-1.46980218070909,FALSE,1,1,1,1,TRUE,TRUE,0.154053088777441,0.86651126341108,TRUE,"old_high",11.1791325272686,11.1791325272686,2.6585721697778,1.64818685085767
"M1_raw_all_gene_denominator",18,0.857142857142857,"Cenpt",4.1663227761797,2.1500298660792,9.41841606891604,1.84013417776892,5.62927512334248,3.30292261177347,-7.57828189114712,FALSE,1,1,1,1,TRUE,TRUE,0.673113416202508,0.59768811266227,TRUE,"old_high",11.1128509954709,11.1128509954709,1.56050073883777,1.44354218193116
"M1_raw_all_gene_denominator",19,0.928571428571429,"Chchd10",6.55339245475022,4.30315931336411,2.32805773281576,8.47672671508369,5.40239222394973,3.16586107548082,6.14866898226793,FALSE,1,1,1,1,TRUE,TRUE,0.569069049257548,0.637320582209674,TRUE,"old_high",10.9002362033561,10.9002362033561,1.47461605573575,1.50795530112118
"M1_raw_all_gene_denominator",20,0.857142857142857,"Cdh9",4.46321459478497,2.10759481527042,7.46479607502634,3.42963086549716,5.44721347026175,2.7062698979623,-4.03516520952919,FALSE,1,1,1,1,TRUE,TRUE,0.370387984716459,0.729720350114501,TRUE,"old_high",10.7572672898137,10.7572672898137,1.35104379735323,1.58273260622739
"M1_raw_all_gene_denominator",21,0.857142857142857,"Cdk20",4.45972148641284,2.61967806006902,5.01244639063582,4.24914506049764,4.63079572556673,2.49196440632384,-0.763301330138178,FALSE,1,1,1,1,TRUE,TRUE,0.0824157761384504,0.923859409706249,TRUE,"old_high",10.6611326030718,10.6611326030718,2.83771128059353,1.80478955658749
"M1_raw_all_gene_denominator",22,0.785714285714286,"Abcg1",4.15922378333064,2.63317141048231,4.38003547187316,4.12227363533177,4.25115455360246,2.50331907391134,-0.257761836541394,FALSE,1,1,1,1,TRUE,TRUE,0.0303166825593628,0.970575374472192,TRUE,"old_high",10.3288595247655,10.3288595247655,2.20896382395537,1.81751524309958
"M1_raw_all_gene_denominator",23,0.785714285714286,"Immp2l",4.25175368207116,2.2493093523188,6.9791141868622,3.12077451349229,5.04994435017725,2.76132359998299,-3.8583396733699,FALSE,1,1,1,1,TRUE,TRUE,0.382018000972276,0.7235795766021,TRUE,"old_high",10.0899774843272,10.0899774843272,1.24014563496703,1.36185455927656
"M1_raw_all_gene_denominator",24,0.785714285714286,"Msrb2",5.16676238414898,3.38989420915224,2.76731504185205,6.45303638310979,4.61017571248092,3.01728601454369,3.68572134125774,FALSE,1,1,1,1,TRUE,TRUE,0.399737577414021,0.714419628461696,TRUE,"old_high",9.93773327680209,9.93773327680209,2.44296599807653,1.76234575610126
"M1_raw_all_gene_denominator",25,0.857142857142857,"Cygb",2.14198721667817,6.23819724394444,1.57120414870617,2.49004109257942,2.03062262064279,5.91764765109407,0.918836943873258,FALSE,1,1,1,1,TRUE,TRUE,0.226245070917542,0.815497671482379,TRUE,"old_high",9.79943525670112,9.79943525670112,7.77114053363706,1.01711463979194
"M1_raw_all_gene_denominator",26,0.857142857142857,"Pltp",3.2782142633894,4.208939985036,2.30592231145209,3.8140778404612,3.06000007595665,3.98682577445785,1.50815552900912,FALSE,1,1,1,1,TRUE,TRUE,0.24643059561151,0.802290960700777,TRUE,"old_high",9.7876987420079,9.7876987420079,5.16130467060296,1.7774209227601
"M1_raw_all_gene_denominator",27,0.785714285714286,"Prr13",2.21792730911635,6.56330617225418,1.50649493008267,2.57533075485674,2.0409128424697,5.99897243913281,1.06883582477408,FALSE,1,1,1,1,TRUE,TRUE,0.261852329183335,0.792485758335284,TRUE,"old_high",9.70270419881209,9.70270419881209,7.68260535734628,0.951321977948801
"M1_raw_all_gene_denominator",28,0.785714285714286,"Irak1bp1",4.00419994033349,2.539922387589,5.86786608603906,3.13388654974351,4.50087631789129,2.69531378709351,-2.73397953629555,FALSE,1,1,1,1,TRUE,TRUE,0.303716325386622,0.767038028540025,TRUE,"old_high",9.30514848774138,9.30514848774138,2.19581840393553,1.66384390750659
