epoch,train_loss,validation_loss,learning_rate
1,0.7682222354536741,0.7544765565407705,3.75e-05
2,0.7390285748662067,0.7069189241785503,7.5e-05
3,0.6952892633375752,0.6881608964504276,0.0001125
4,0.6964617652051589,0.6800134503377662,0.00015
5,0.6633285540926355,0.6529203343715113,0.00018749999999999998
6,0.6106757916938927,0.6307272324128664,0.000225
7,0.5496720843478365,0.6818105717105629,0.0002625
8,0.5234981493143605,0.7496356295951658,0.0003
9,0.5096762250451481,0.7015754633712413,0.00029985723323727866
10,0.4747553580016148,0.7010026977592139,0.0002994292047137618
11,0.49620130485505703,0.7053436839979031,0.00029871672920607153
12,0.47052675052691645,0.6312465207671298,0.0002977211629518312
13,0.46294758425039406,0.6279486203708287,0.00029644440106799
14,0.42227740607153097,0.633170500574332,0.0002948888739433602
15,0.41769688970902386,0.6367505507246357,0.000293057542612234
16,0.40779278844800265,0.6072668097750957,0.0002909538931178862
17,0.41325846436081964,0.5360652061557681,0.000288581929876693
18,0.37007822878330215,0.5476816329126668,0.0002859461680554975
19,0.3336401792133556,0.43742110511607746,0.0002830516249767332
20,0.31607431441299094,0.49481229953620665,0.0002799038105676658
21,0.2887387211621599,0.34289905929679626,0.0002765087168719328
22,0.26782571768516256,0.5296163675847321,0.00027287280664334875
23,0.2466883658898349,0.41677676951838427,0.00026900300104368524
24,0.23168818483742482,0.5228068971810474,0.00026490666646784665
25,0.19629848241031483,0.485834753503799,0.0002605916005215186
26,0.18278099164849182,0.31652386341522654,0.00025606601717798207
27,0.17936174784942058,0.24478761660791223,0.00025133853114234905
28,0.17754414013234404,0.5678137372909622,0.0002464181414529809
29,0.1703740860771639,0.3377390440765571,0.00024131421435130807
30,0.18375185534354121,0.33880745559932096,0.00023603646545265687
31,0.1942459957495017,0.7517089160092172,0.00023059494125202357
32,0.1347145707877684,0.31248976266248163,0.000225
33,0.13526811268211736,0.32158283469114823,0.0002192622919852551
34,0.14814321592875637,0.37378147211308255,0.0002133927392611049
35,0.1303326400635192,0.3908090092607247,0.00020740251485476345
36,0.1261432841099491,0.26816834446731524,0.00020130302149885031
37,0.11788520226920068,0.22044521538994716,0.00019510586992564093
38,0.10357908203321345,0.32084695644625094,0.0001888228567653781
39,0.09863446810390013,0.2441746588319684,0.0001824659420907154
40,0.12219131425250238,0.4834215370861546,0.00017604722665003956
41,0.10608141303584323,0.3515921783180767,0.00016957892883300775
42,0.09793584349666141,0.3261239149103238,0.00016307336141214873
43,0.0957306742540059,0.2765568880487625,0.00015654290810480042
44,0.09996698051691055,0.22532928474734196,0.00015
45,0.0727153342318488,0.5376299146647046,0.0001434570918951996
46,0.06445452701025481,0.24488960669874432,0.00013692663858785124
47,0.08122699782268442,0.7423396933378968,0.00013042107116699228
48,0.11563027177877,0.23929394469487802,0.00012395277334996044
49,0.10279880874087664,0.33703723854531953,0.00011753405790928456
