epoch,train_loss,validation_loss,learning_rate
1,0.7790343695080529,0.7383004977715701,3.75e-05
2,0.7435607377559462,0.7031790495744055,7.5e-05
3,0.7143665722420742,0.7071015250622956,0.0001125
4,0.7137402213615311,0.7062192069461766,0.00015
5,0.7028822613797289,0.6933809505927484,0.00018749999999999998
6,0.690394079185169,0.6855726633393058,0.000225
7,0.6674315170766828,0.6639865946144632,0.0002625
8,0.6512232756754978,0.7530143697873197,0.0003
9,0.6381977609035145,0.6954869286155607,0.00029985723323727866
10,0.6505258628702338,0.8532247971171409,0.0002994292047137618
11,0.5974229571149647,0.6570962066258592,0.00029871672920607153
12,0.6169131127270785,0.8981985248231541,0.0002977211629518312
13,0.5946535898170558,0.6352395023050141,0.00029644440106799
14,0.6459754212481491,0.7535637337544587,0.0002948888739433602
15,0.5773793456143345,0.6800748944863768,0.000293057542612234
16,0.5468600028282945,0.8332637794892541,0.0002909538931178862
17,0.5371106421843104,0.7005722350602006,0.000288581929876693
18,0.46245000606269543,0.7959275552495151,0.0002859461680554975
19,0.4502262751228697,0.7009964159991264,0.0002830516249767332
20,0.4049600592358888,0.5901277016766114,0.0002799038105676658
21,0.3230777449818976,0.6366407539264054,0.0002765087168719328
22,0.3483844704875317,0.820331082391156,0.00027287280664334875
23,0.2652155297468325,0.9118841037376539,0.00026900300104368524
24,0.2742336763549345,0.8400744467681034,0.00026490666646784665
25,0.2749833994747393,0.6956302836914164,0.0002605916005215186
26,0.26385802153513266,0.7278537776817948,0.00025606601717798207
27,0.2348364917262522,0.8343106685847927,0.00025133853114234905
28,0.22508739192266944,1.129307891308813,0.0002464181414529809
29,0.24004201026576938,0.7368494569440804,0.00024131421435130807
30,0.1963382113381776,0.734981370455158,0.00023603646545265687
31,0.21285451801568706,0.9256576199486745,0.00023059494125202357
32,0.16439459414468446,0.7530314252767161,0.000225
