model,roc_auc,pr_auc,balanced_accuracy,f1,brier,roc_auc_ci_low,roc_auc_ci_high,age_spearman,donors
gene_signature,0.9791666666666666,0.976190476190476,0.9375,0.9230769230769231,0.05468607304688938,0.8958333333333334,1.0,-0.8766695218549865,14
elastic_net,0.9791666666666666,0.976190476190476,0.8541666666666667,0.8333333333333334,0.0721812990075942,0.8958333333333334,1.0,-0.8973962827537346,14
gene_transformer,0.8541666666666667,0.9102564102564102,0.9166666666666667,0.9090909090909091,0.18450710303784917,0.5625,1.0,-0.5860090386731193,14
technical_only,0.5833333333333333,0.5007936507936507,0.7291666666666667,0.7142857142857143,0.2721519857204115,0.2708333333333333,0.8958333333333334,-0.412550363225876,14
