"gene","18-F-50","18-F-51","18-M-52","18-M-53","21-F-54","21-F-55","24-M-58","24-M-59","24-M-60","24-M-61","3-F-56","3-F-57"
"Ift27",89,57,510,537,405,433,378,430,221,175,355,352
"Pvalb",39,20,13,49,51,102,40,82,25,24,39,22
"Ncf4",0,0,5,3,2,3,7,6,4,2,3,2
"Csf2rb2",2,4,25,13,13,9,16,6,6,7,10,5
"Csf2rb",2,5,15,11,21,17,22,14,14,8,12,8
"Tst",7,4,23,38,20,31,18,34,17,15,28,33
"Mpst",61,52,153,180,173,253,215,226,133,119,193,195
"Kctd17",64,59,376,322,194,221,135,208,77,103,178,245
"Il2rb",0,0,0,0,0,2,5,7,4,1,2,2
"C1qtnf6",61,51,318,469,110,98,80,100,24,48,249,348
"Rac2",1,5,15,11,7,6,12,23,24,12,28,14
"Cyth4",2,2,3,6,3,9,4,14,3,3,6,8
"Mfng",0,0,5,2,3,17,10,3,2,4,2,5
"Card10",10,13,52,65,39,57,49,48,37,30,35,45
"Cdc42ep1",35,28,135,134,89,137,68,105,71,70,115,103
"Gga1",58,43,195,163,141,153,115,191,92,95,123,140
"Sh3bp1",5,3,8,4,9,10,4,9,5,2,6,8
"Pdxp",2,1,10,11,4,11,2,8,4,5,4,7
"Lgals1",4139,2828,22181,21825,15327,16434,11799,14158,7166,6887,11256,11929
"Nol12",22,30,243,188,112,111,90,99,70,55,95,109
"Triobp",153,110,260,336,441,581,398,538,275,270,384,398
"H1f0",195,107,569,535,322,401,341,402,261,255,396,550
"Gcat",17,20,77,103,85,98,62,81,39,43,49,82
"Ankrd54",16,19,119,120,85,100,76,111,48,53,84,90
"Eif3l",124,86,575,494,482,502,446,491,230,202,372,373
"Micall1",22,10,89,44,54,56,33,34,20,21,28,40
"1700088E04Rik",1,1,10,13,13,13,7,12,4,2,13,8
"Polr2f",121,108,1056,854,533,598,495,598,303,289,472,498
"Sox10",3,9,1,9,1,8,1,2,1,0,2,4
"Pick1",7,7,21,22,21,33,25,28,12,17,20,18
"Pla2g6",8,8,38,22,27,20,22,28,13,11,17,11
"Maff",1064,782,4163,2925,3633,5023,3445,3984,2994,2452,2604,2467
"Tmem184b",63,49,154,167,134,169,94,195,83,97,186,156
"Csnk1e",93,70,259,236,321,374,299,396,209,195,226,248
"Kdelr3",137,75,401,594,356,356,318,429,172,195,406,467
"Ddx17",130,118,456,394,472,507,311,408,309,280,422,382
"Cby1",41,16,117,145,71,102,56,89,54,42,94,96
"Tomm22",118,74,767,645,488,535,423,515,267,253,418,467
"Josd1",28,18,143,141,84,91,76,94,52,49,79,87
"Gtpbp1",8,9,51,33,29,37,31,39,18,25,40,33
"Sun2",46,29,139,111,115,117,100,120,74,80,113,77
"Gm16576",2,0,6,7,2,3,5,3,7,7,9,6
"Dnalc4",26,17,164,149,108,118,104,111,66,62,116,104
"Cbx6",71,63,251,230,194,232,153,237,148,142,230,259
"D730005E14Rik",27,13,60,38,67,115,102,120,74,62,86,71
"Apobec3",41,39,138,85,102,166,133,168,111,108,111,108
"Cbx7",25,20,87,59,67,81,55,78,60,40,54,45
"Pdgfb",2,4,7,7,5,9,7,5,6,10,9,9
"Rpl3",2646,2036,13478,11339,10209,12061,9680,11130,6320,5319,9064,8009
"Syngr1",12,25,85,54,28,44,32,29,23,33,46,43
"Tab1",5,7,31,29,15,17,16,18,12,9,21,26
"Mgat3",2,2,4,5,3,5,2,3,0,1,1,4
"Smcr7l",6,8,35,22,17,28,21,18,17,12,17,19
"Atf4",807,572,5062,3650,3459,4212,3095,3124,2531,2244,2548,2726
"Rps19bp1",58,50,349,213,180,235,203,172,130,115,140,169
"Fam83f",2,3,38,23,8,16,17,23,14,10,8,10
"Tnrc6b",91,63,210,156,332,328,307,364,216,199,272,260
"Adsl",28,19,133,124,89,94,91,101,41,47,76,76
"Sgsm3",13,6,47,38,28,33,16,27,16,11,17,18
"Mkl1",19,10,69,54,49,45,25,46,31,29,42,44
"Slc25a17",58,52,247,225,210,244,255,270,113,113,221,226
"St13",118,102,450,451,472,533,352,458,254,181,312,325
"Xpnpep3",4,5,6,7,7,17,11,9,4,2,13,22
"Rbx1",290,211,1481,1338,1025,1290,916,1106,596,604,929,985
"Ep300",19,15,32,28,45,64,52,57,22,21,48,46
"L3mbtl2",2,3,14,12,9,13,17,20,9,5,10,11
"Chadl",12,15,55,72,60,62,62,59,30,25,51,63
"Rangap1",45,19,187,119,130,135,127,134,76,76,89,119
"Zc3h7b",34,26,155,124,115,131,82,112,59,58,65,97
"Tef",15,9,57,55,50,48,46,73,47,51,44,41
"Tob2",136,93,327,237,451,548,441,499,357,269,341,361
"Phf5a",75,44,440,328,257,283,197,241,126,143,234,229
"Aco2",105,63,353,327,312,385,296,378,184,172,258,232
"Polr3h",13,13,117,78,54,61,51,56,30,16,45,50
"Csdc2",4,5,5,10,11,14,5,5,5,3,15,14
"Pmm1",55,34,351,329,222,246,158,238,135,117,198,201
"Pppde2",52,52,240,198,184,163,113,153,80,95,140,156
"Xrcc6",13,8,44,57,45,39,51,43,21,21,23,28
"Nhp2l1",517,412,2571,1692,1994,2370,1898,2041,1301,1118,1391,1290
"Ccdc134",9,9,75,53,29,46,29,48,15,20,38,40
"Srebf2",34,32,138,123,144,165,107,139,99,82,122,103
"Cenpm",4,4,4,13,6,6,2,5,3,3,0,1
"Naga",39,41,205,175,190,208,191,229,117,102,123,156
"Fam109b",6,7,16,36,21,25,22,22,14,10,14,32
"1500032L24Rik",299,241,1779,1601,1177,1297,1006,1091,673,585,1099,1133
"Ndufa6",409,308,1465,1400,1384,1488,1392,1452,975,759,1242,1238
"Cyp2d22",55,43,230,203,149,215,204,185,141,97,136,124
"Tcf20",16,11,68,57,46,63,45,46,34,33,52,69
"Tbrg3",8,3,3,3,18,12,5,8,6,7,12,17
"Serhl",18,16,57,54,57,81,74,59,39,40,53,62
"Rrp7a",38,33,273,180,133,166,111,154,99,77,145,126
"Poldip3",41,40,297,230,169,208,158,182,127,116,133,163
"Cyb5r3",298,197,998,1023,960,1041,832,959,436,382,682,747
"A4galt",40,27,158,148,204,163,250,271,139,137,136,97
"Arfgap3",57,41,210,210,178,193,196,231,136,113,193,170
"Pacsin2",92,69,278,262,323,314,204,294,155,168,217,242
"Ttll1",17,15,22,29,45,56,28,37,10,21,43,35
"Bik",3,2,8,6,6,16,7,7,5,6,8,9
"Mcat",3,2,23,20,18,14,18,16,11,9,16,11
"Tspo",542,384,2518,2500,2363,2548,1965,2147,1039,940,1775,1657
"Ttll12",9,6,60,51,28,40,24,37,20,15,22,30
"Efcab6",0,0,10,5,0,1,2,8,12,4,0,0
"Samm50",86,59,463,396,356,382,366,357,209,167,262,239
"Parvb",1,6,9,8,10,17,8,14,5,10,7,10
"Ldoc1l",1,2,8,7,4,7,7,10,7,1,12,11
"Prr5",13,14,33,64,38,48,33,68,27,39,38,63
"Arhgap8",2,1,4,2,6,4,5,4,3,3,6,5
"Nup50",39,34,202,137,172,207,157,196,95,95,127,157
"5031439G07Rik",15,10,61,62,42,40,21,39,24,20,31,29
"Fam118a",5,6,25,24,25,23,29,30,15,17,22,18
"Fbln1",401,283,2259,1774,1951,2204,940,1165,726,832,1369,1374
"Atxn10",126,79,484,580,499,504,498,619,250,210,437,499
"Ppara",5,2,5,9,5,8,9,8,10,5,3,3
"2210021J22Rik",21,17,113,85,56,62,60,51,31,37,73,54
"Ttc38",4,8,24,21,29,21,18,30,25,16,21,12
"Trmu",4,5,43,29,29,30,35,34,19,15,22,21
"Gramd4",18,8,108,82,65,49,55,69,58,39,37,41
"Cerk",27,21,134,99,96,150,116,165,76,80,99,122
"Tbc1d22a",19,11,62,47,42,37,39,36,43,32,37,23
"Fam19a5",12,13,40,31,22,14,18,20,9,12,19,25
"Brd1",38,32,155,122,117,135,90,128,84,69,74,88
"Zbed4",7,1,20,14,7,9,15,15,5,4,9,6
"Alg12",5,4,53,48,37,38,27,34,10,12,24,19
"Creld2",112,84,613,753,380,351,244,289,124,135,324,314
"Pim3",391,211,1533,926,1162,1349,1216,1512,815,824,751,818
"1810021B22Rik",2,3,17,9,6,8,12,13,3,6,17,8
"Trabd",27,26,153,152,117,116,86,114,77,55,79,91
"1300018J18Rik",15,14,77,108,66,66,54,82,40,47,63,44
"Tubgcp6",1,0,9,11,6,8,4,10,6,2,2,1
"Hdac10",14,7,55,53,31,40,29,47,21,19,23,44
"Mapk12",52,24,190,155,128,166,109,146,66,75,97,100
"Mapk11",3,4,26,25,6,12,4,11,11,6,8,9
"Plxnb2",44,42,185,171,121,158,76,113,58,65,118,109
"Fam116b",0,2,14,19,6,15,9,13,9,7,10,5
"Ppp6r2",10,6,23,22,15,27,20,19,11,13,20,18
"Sbf1",24,13,129,83,70,77,45,54,38,35,62,54
"Lmf2",28,27,157,173,103,134,118,126,77,59,136,116
"Ncaph2",62,49,263,234,208,228,182,235,119,120,192,162
"Sco2",9,15,157,88,48,63,63,63,26,18,46,54
"Chkb",46,32,196,175,148,198,141,201,95,87,129,144
"Arsa",49,38,222,223,158,179,113,147,80,83,151,167
"Shank3",2,4,3,1,5,9,2,6,2,2,9,7
"Rabl2",16,6,45,39,32,39,33,37,17,13,35,33
"Alg10b",4,3,16,16,7,11,12,15,12,7,16,7
"Cpne8",98,70,336,185,344,455,354,469,217,181,222,243
"Kif21a",38,25,166,75,168,206,155,221,155,109,104,89
"Abcd2",9,2,31,31,21,32,26,31,15,15,23,16
"Slc2a13",4,3,32,24,34,23,20,26,17,24,17,17
"Lrrk2",14,15,76,40,54,75,35,34,23,35,42,44
"Cntn1",7,2,11,0,16,14,1,9,2,5,6,6
"Pdzrn4",2,1,1,2,1,4,12,7,3,0,3,13
"Gxylt1",37,26,129,64,128,143,121,139,102,68,88,93
"Yaf2",108,75,395,333,245,343,284,335,189,177,232,289
"Zcrb1",138,105,581,483,467,501,424,502,276,244,371,437
"Pphln1",22,24,107,80,80,85,72,79,44,55,62,76
"Prickle1",18,11,56,52,41,42,30,49,33,19,34,37
"Pus7l",4,3,22,19,12,6,16,12,13,6,9,16
"Irak4",13,7,53,44,40,33,30,49,25,26,37,36
"Twf1",54,70,253,211,219,222,195,212,126,113,180,241
"Dbx2",3,0,45,24,32,13,26,5,14,8,16,9
"Ano6",154,101,581,430,433,471,313,373,243,232,371,315
"E330033B04Rik",43,34,100,73,167,155,121,141,117,83,119,103
"Arid2",43,28,136,98,105,107,85,118,84,50,97,96
"Scaf11",75,55,183,150,316,371,352,385,220,159,246,269
"Slc38a1",3,7,9,5,10,19,7,14,7,7,34,31
"Slc38a2",496,368,1834,1197,1656,1927,1473,1756,1095,1036,1326,1286
"Amigo2",8,7,15,10,7,28,18,15,6,13,10,13
"Fam113b",6,15,25,13,25,22,19,26,26,16,24,16
"Rpap3",16,12,64,54,60,82,52,71,36,40,40,51
"Endou",6,3,4,6,23,19,5,16,7,9,9,11
"Rapgef3",12,7,24,18,40,60,32,45,26,26,27,27
"Slc48a1",137,79,735,635,430,479,378,395,265,246,378,387
"Hdac7",76,46,348,277,260,313,230,311,153,152,216,250
"Vdr",2,0,16,5,11,16,9,19,20,1,9,6
"Tmem106c",61,73,184,203,172,187,141,215,87,85,142,181
"Col2a1",8,2,12,13,4,8,10,9,7,5,28,63
"Senp1",8,15,39,28,52,58,39,40,30,25,37,27
"Pfkm",12,10,37,36,49,50,46,54,20,20,43,50
"Asb8",9,6,41,47,26,26,34,34,25,13,18,21
"2310037I24Rik",44,21,81,56,75,86,58,85,57,62,77,70
"Ccnt1",39,23,117,59,185,180,179,238,106,119,105,127
"9330020H09Rik",6,5,32,25,15,24,14,14,13,13,23,14
"Adcy6",9,10,59,59,44,51,29,45,30,26,55,42
"Cacnb3",13,12,49,43,38,46,17,32,25,17,60,54
"Ddx23",4,4,3,1,9,12,14,10,3,4,7,6
"Rnd1",468,280,1019,732,1423,1433,820,1041,557,553,1286,849
"Fkbp11",39,27,340,298,127,126,119,146,53,54,123,130
"Arf3",81,53,389,309,218,239,175,198,132,121,182,179
"Wnt10b",5,0,13,15,32,42,18,32,16,14,22,20
"Wnt1",2,1,1,6,9,8,4,9,3,3,3,3
"Prkag1",43,36,218,233,182,220,192,237,125,93,159,174
"Mll2",39,41,97,86,97,115,98,122,56,65,88,94
"Rhebl1",1,2,28,22,17,19,12,11,12,9,31,8
"Dhh",3,2,1,0,1,4,2,1,0,0,4,0
"Lmbr1l",25,27,104,67,83,102,88,98,58,54,93,82
"Tuba1b",650,450,3135,3080,2781,3350,2365,2716,1528,1328,1827,2117
"Tuba1a",1478,1092,6541,7296,6385,8464,5051,6103,3332,3367,5530,6120
"Tuba1c",156,126,1107,726,838,1264,1189,1098,834,515,658,504
"Prph",6,7,48,69,23,59,31,30,20,43,68,104
"Spats2",10,6,9,12,20,39,26,30,20,9,26,18
"Mcrs1",47,32,233,227,174,186,135,191,99,96,128,150
"Prpf40b",4,4,55,41,32,40,25,35,30,24,33,19
"Fmnl3",16,15,63,53,35,57,25,30,31,36,44,37
"Tmbim6",386,291,1650,1440,1324,1690,1468,1835,908,835,1214,1151
"Nckap5l",13,10,52,45,32,39,27,25,26,28,41,38
"Bcdin3d",5,5,44,38,27,30,34,27,20,15,17,24
"Faim2",10,20,27,49,63,40,25,19,10,20,31,42
"Aqp2",4,1,18,34,16,13,28,14,7,7,14,8
"Aqp5",0,3,1,10,2,2,1,1,0,0,2,5
"Racgap1",4,1,3,10,3,2,1,4,4,7,3,2
"Smarcd1",9,11,53,37,37,54,38,52,37,27,43,34
"2310016M24Rik",161,121,741,741,517,599,451,466,300,259,510,475
"Lass5",83,69,383,348,349,377,355,355,203,175,285,312
"Lima1",205,175,643,547,798,878,767,965,507,425,711,660
"Larp4",67,39,225,125,199,229,124,198,127,97,167,167
"2310068J16Rik",2,1,2,2,2,10,4,4,6,3,8,7
"Dip2b",13,21,54,30,52,51,40,56,40,27,46,47
"Atf1",97,101,416,306,357,435,315,350,235,208,291,278
"Mettl7a1",50,52,239,199,223,332,225,257,258,162,175,146
"Mettl7a2",0,1,2,2,4,8,3,5,2,0,6,2
"Slc11a2",41,45,241,158,138,166,117,124,73,74,122,120
"Letmd1",15,13,76,75,51,64,45,49,37,33,69,60
"Csrnp2",7,5,28,23,21,21,24,25,29,16,15,15
"Tfcp2",2,8,35,30,30,41,32,32,24,21,29,26
"Pou6f1",7,7,28,28,41,40,29,37,19,21,19,15
"C330013E15Rik",3,0,6,9,5,3,10,4,4,6,7,7
"Dazap2",211,135,711,545,528,588,477,543,323,325,400,383
"Smagp",11,5,18,21,10,37,25,29,7,16,14,30
"Cela1",0,2,3,3,2,2,1,0,8,8,1,0
"Slc4a8",5,2,19,6,4,6,3,7,3,2,4,1
"Scn8a",1,2,1,5,7,6,1,3,2,1,2,5
"Fignl2",8,6,33,27,32,40,27,28,11,23,29,29
"Acvrl1",88,67,401,440,367,474,355,426,231,201,325,314
"A330009N23Rik",7,2,19,20,10,10,8,4,8,9,8,11
"Grasp",96,48,388,293,357,409,364,411,270,261,247,274
"Nr4a1",1050,572,4233,3448,2796,3809,4437,5449,2808,2613,1921,2067
"9430023L20Rik",36,23,192,151,113,158,192,188,91,75,124,123
"6030408B16Rik",8,5,69,102,25,64,89,67,49,33,41,27
"Krt7",0,5,8,7,8,7,19,21,6,1,10,4
"Krt5",6,20,1,0,0,0,1,0,2,1,28,0
"Krt79",2,3,0,8,8,8,4,3,1,1,2,6
"Krt8",4,20,0,0,0,2,0,0,0,0,19,0
"Krt18",5,14,0,0,3,1,0,1,0,3,0,1
"Eif4b",178,103,751,713,598,751,474,607,382,349,516,566
"Tenc1",104,63,351,341,285,302,221,307,184,178,209,235
"Spryd3",27,35,174,171,128,115,97,111,69,49,118,127
"Igfbp6",6042,3816,19968,21798,21829,23099,15867,18204,8021,8538,19974,16346
"Soat2",2,0,3,5,8,5,4,3,3,1,11,4
"Csad",51,26,174,129,109,160,104,138,49,55,152,119
"Zfp740",23,13,83,90,60,88,55,79,52,50,68,72
"Itgb7",22,10,30,72,87,155,108,152,63,80,52,45
"Rarg",93,50,208,325,275,360,221,310,169,151,327,313
"Mfsd5",35,30,181,126,88,99,72,92,47,45,56,91
"Pfdn5",848,647,4446,4002,3380,3991,3250,3809,2281,1936,2817,2898
"Myg1",37,26,110,126,115,137,136,123,70,68,94,85
"Aaas",5,8,29,24,21,23,15,24,10,9,18,16
"Sp1",34,33,190,122,153,179,88,137,93,69,131,104
"Amhr2",3,0,6,2,7,5,4,7,2,4,6,2
"Prr13",455,369,1897,1368,1261,1615,974,1259,679,647,1139,952
"Pcbp2",805,598,3473,2501,2395,2634,1861,2272,1420,1347,1798,1893
"Map3k12",17,15,38,40,46,42,31,35,32,24,39,38
"Tarbp2",12,13,88,89,59,66,55,59,47,29,45,48
"Npff",7,2,26,13,13,17,13,17,16,14,17,7
"Atf7",2,3,3,2,13,19,16,9,7,6,8,9
"Atp5g2",325,259,2456,2085,1261,1457,1113,1369,867,660,1136,1122
"Calcoco1",24,17,71,82,69,88,66,82,52,44,68,57
"Hotair",1,2,0,6,8,4,7,9,7,6,11,6
"Hoxc11",5,3,6,5,12,6,20,17,10,3,11,11
"Hoxc10",73,64,128,150,189,255,233,235,166,161,214,232
"Hoxc9",24,17,102,84,114,118,90,115,74,54,104,108
"Hoxc8",26,21,45,28,58,60,46,74,59,39,48,68
"Hoxc6",23,14,65,73,74,94,71,92,63,53,64,81
"Hoxc5",7,2,16,22,11,28,16,21,8,7,10,27
"Hoxc4",6,4,37,40,19,40,30,33,33,18,28,29
"D930007P13Rik",2,2,16,14,12,17,11,7,8,3,11,6
"Smug1",2,5,13,16,9,10,8,18,7,12,14,13
"Cbx5",51,47,155,179,205,230,182,206,118,86,206,206
"Hnrnpa1",1,3,0,1,3,4,3,2,6,6,7,5
"Gm5643",5,12,14,7,14,20,13,16,11,12,16,11
"Copz1",117,93,498,475,308,421,320,472,222,191,336,339
"Gpr84",4,5,6,7,11,19,13,12,6,12,5,8
"Zfp385a",188,116,378,489,579,546,403,577,314,283,405,440
"Itga5",310,246,1094,844,1076,1297,1006,948,613,495,821,845
"Pde1b",1,3,4,5,5,15,4,8,4,1,3,3
"Zfp263",24,25,63,49,69,60,60,74,45,36,49,45
"Zfp597",0,6,16,9,12,11,11,12,5,9,9,12
"Nat15",19,22,91,126,68,68,45,78,36,40,79,101
"1700037C18Rik",3,1,19,15,8,4,10,12,5,3,10,7
"Cluap1",22,19,84,65,88,117,100,109,70,35,62,67
"Slx4",1,3,13,17,15,10,10,8,7,5,5,6
"Trap1",25,22,170,149,124,163,159,158,55,58,105,93
"Crebbp",33,29,52,46,162,142,121,164,73,73,106,111
"Gm5766",0,1,5,2,2,5,3,6,5,0,15,10
"Adcy9",8,1,22,34,42,34,31,39,26,16,21,27
"Tfap4",9,2,35,37,19,30,24,20,25,16,15,11
"Glis2",62,56,181,217,166,192,121,169,79,95,172,177
"Pam16",60,56,446,316,226,277,202,219,164,149,205,257
"Coro7",13,11,31,37,40,28,35,41,16,16,36,28
"Vasn",370,291,1674,1066,1407,1821,980,1020,674,630,1076,997
"Dnaja3",29,21,115,111,94,79,87,94,60,40,71,99
"Nmral1",1,2,15,20,12,20,17,18,9,6,10,8
"Hmox2",50,37,160,156,156,188,145,175,95,83,142,175
"5730403B10Rik",20,17,93,90,90,88,80,70,51,46,67,64
"Fam100a",36,31,147,142,87,100,69,92,44,56,89,88
"Mgrn1",47,45,189,201,148,148,125,163,93,101,147,134
"Gm16861",0,2,2,1,3,2,7,2,2,2,3,1
"Nudt16l1",28,14,117,122,76,89,77,79,56,34,72,73
"Anks3",27,14,89,86,91,110,83,90,52,57,86,80
"Gm5480",0,2,1,3,1,3,2,0,2,0,6,2
"Rogdi",19,14,59,48,40,54,42,52,35,19,49,43
"Glyr1",45,49,167,161,150,185,149,159,94,86,134,140
"Ubn1",92,57,225,148,317,349,303,337,176,183,231,297
"Ppl",22,11,103,105,98,99,66,97,72,38,71,73
"Nagpa",28,17,113,117,83,92,82,76,52,35,73,72
"AU021092",5,0,4,7,8,7,5,4,3,2,4,1
"Alg1",29,27,197,165,103,152,116,174,75,64,94,127
"Fam86",13,15,115,98,70,87,91,81,55,40,83,73
"Rbfox1",0,0,5,3,5,13,3,5,8,2,7,8
"Mettl22",7,7,40,38,23,28,19,29,8,14,17,19
"Abat",11,8,31,39,35,45,43,51,35,25,30,45
"Tmem186",4,1,19,22,11,18,7,15,8,6,7,8
"Pmm2",19,24,118,94,72,82,67,74,44,27,67,64
"Carhsp1",221,163,1034,902,771,878,694,884,558,470,548,586
"Usp7",48,35,138,114,161,154,115,128,88,94,114,100
"1810013L24Rik",89,62,296,206,268,277,250,274,155,159,194,232
"Rpl39l",10,10,154,124,70,93,57,40,27,22,60,60
"Emp2",81,53,269,252,297,349,263,325,144,163,278,326
"Nubp1",20,19,180,138,96,90,79,84,56,41,74,68
"Fam18a",3,1,9,15,9,13,8,19,1,5,15,7
"Dexi",37,22,233,194,119,134,107,132,70,59,101,172
"Clec16a",7,7,24,22,27,20,6,17,12,9,18,15
"Socs1",283,169,898,717,608,790,832,1025,506,590,485,520
"A630055G03Rik",1,1,3,5,4,6,1,3,8,2,2,8
"Litaf",923,655,4076,2551,2681,3598,2586,2792,2211,1839,2404,2165
"Gm4262",2,1,8,5,2,6,3,4,1,1,3,6
"Snn",8,0,17,17,14,18,16,21,13,22,8,16
"Txndc11",46,37,157,134,117,130,119,137,85,78,112,102
"Zc3h7a",50,33,152,145,139,150,129,148,93,72,112,141
"Rsl1d1",108,93,547,358,392,531,453,447,286,223,326,311
"Gspt1",146,94,520,382,439,478,361,402,188,166,343,346
"Snx29",3,1,4,2,4,7,6,9,6,1,7,5
"Cpped1",13,9,52,66,38,33,55,73,32,30,36,48
