epoch,train_loss,validation_loss,learning_rate
1,0.7774205569077922,0.7978113590577501,3.75e-05
2,0.7407967276935697,0.7522393757483905,7.5e-05
3,0.7071549519573141,0.7423514380465942,0.0001125
4,0.6841871077216463,0.7652760179544169,0.00015
5,0.6684530465085926,0.8208464831594534,0.00018749999999999998
6,0.6577991903562214,0.8758303386711999,0.000225
7,0.6071484279352795,1.0748688611955524,0.0002625
8,0.5579807544944801,1.59424304299612,0.0003
9,0.5562765294181462,1.9762685128830328,0.00029985723323727866
10,0.5362094756736059,1.9164771668778402,0.0002994292047137618
11,0.5154955524641631,1.681794163263964,0.00029871672920607153
12,0.49889485108757364,1.7538185508403787,0.0002977211629518312
13,0.5011110422476084,1.887996155393665,0.00029644440106799
14,0.48358620649709577,2.0363912940525903,0.0002948888739433602
15,0.46744037677062766,2.1563994196204943,0.000293057542612234
