gene_symbol,module,direction,source_type,source_id,source_version,source_url,rationale,included,exclusion_reason
Aaas,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Ada,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Adcy6,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Adrm1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Ago4,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Ak1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Ak3,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Alyref,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Aprt,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Arl6ip1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Bcam,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Bcap31,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Brf2,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Cant1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Ccno,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Cda,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Cetn2,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Clp1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Cmpk2,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Cox17,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Cstf3,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Dad1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Dctn4,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Ddb1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Ddb2,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Dgcr8,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Dguok,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Dut,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Edf1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Eif1b,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Ell,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Eloa,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Ercc1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Ercc2,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Ercc3,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Ercc4,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Ercc5,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Ercc8,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Fen1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Gmpr2,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Gpx4,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Gsdme,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Gtf2a2,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Gtf2b,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Gtf2f1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Gtf2h1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Gtf2h3,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Gtf2h5,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Gtf3c5,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Guk1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Hcls1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Hprt1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Impdh2,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Itpa,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Lig1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Mpc2,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Mpg,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Mrpl40,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Ncbp2,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Nelfb,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Nelfcd,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Nelfe,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Nfx1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Nme1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Nme3,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Nme4,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Npr2,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Nt5c,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Nt5c3,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Nudt21,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Nudt9,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Pcna,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Pde4b,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Pde6g,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Pnp,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Pola1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Pola2,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Polb,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Pold1,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Pold3,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Pold4,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Pole4,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Polh,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Poll,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Polr1c,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Polr1d,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Polr1h,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Polr2a,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Polr2c,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Polr2d,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
Polr2e,dna_repair,1,Mouse_MSigDB_native_hallmark,HALLMARK_DNA_REPAIR,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR,Mouse genes annotated to HALLMARK_DNA_REPAIR based on orthology mappings provided by the Alliance Genome Consortium,True,
