gene_symbol,module,direction,source_type,source_id,source_version,source_url,rationale,included,exclusion_reason
Rgcc,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0085029,"The aggregation, arrangement and bonding together of the extracellular matrix. [GOC:jl]",True,
Scara3,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0030199,"Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix. [GOC:mah, ISBN:0815316194]",True,
Scx,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0030199,"Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix. [GOC:mah, ISBN:0815316194]",True,
Selenon,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0030199,"Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix. [GOC:mah, ISBN:0815316194]",True,
Serpinf2,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0030199,"Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix. [GOC:mah, ISBN:0815316194]",True,
Serpinh1,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0030199,"Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix. [GOC:mah, ISBN:0815316194]",True,
Sfrp2,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0030199,"Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix. [GOC:mah, ISBN:0815316194]",True,
Smad3,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0085029,"The aggregation, arrangement and bonding together of the extracellular matrix. [GOC:jl]",True,
Smad4,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0085029,"The aggregation, arrangement and bonding together of the extracellular matrix. [GOC:jl]",True,
Smpd3,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0085029,"The aggregation, arrangement and bonding together of the extracellular matrix. [GOC:jl]",True,
Sox9,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0085029,"The aggregation, arrangement and bonding together of the extracellular matrix. [GOC:jl]",True,
Tgfb1,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0085029,"The aggregation, arrangement and bonding together of the extracellular matrix. [GOC:jl]",True,
Tgfb2,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0030199,"Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix. [GOC:mah, ISBN:0815316194]",True,
Tgfbr1,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_COLLAGEN_FIBRIL_ORGANIZATION;GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0030199;http://amigo.geneontology.org/amigo/term/GO:0085029,"Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix. [GOC:mah, ISBN:0815316194];The aggregation, arrangement and bonding together of the extracellular matrix. [GOC:jl]",True,
Tgfbr3,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0085029,"The aggregation, arrangement and bonding together of the extracellular matrix. [GOC:jl]",True,
Thsd4,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0085029,"The aggregation, arrangement and bonding together of the extracellular matrix. [GOC:jl]",True,
Tie1,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0085029,"The aggregation, arrangement and bonding together of the extracellular matrix. [GOC:jl]",True,
Tnxb,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_COLLAGEN_FIBRIL_ORGANIZATION;GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0030199;http://amigo.geneontology.org/amigo/term/GO:0085029,"Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix. [GOC:mah, ISBN:0815316194];The aggregation, arrangement and bonding together of the extracellular matrix. [GOC:jl]",True,
Vipas39,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0030199,"Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix. [GOC:mah, ISBN:0815316194]",True,
Vps33b,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0030199,"Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix. [GOC:mah, ISBN:0815316194]",True,
Zfp469,ecm_collagen_program,1,Mouse_MSigDB_native_ontology,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,2026.1.Mm,http://amigo.geneontology.org/amigo/term/GO:0030199,"Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix. [GOC:mah, ISBN:0815316194]",True,
Abl1,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Amd1,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Arid4a,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Atf5,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Atrx,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Aurka,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Aurkb,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Bard1,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Bcl3,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Birc5,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Brca2,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Bub1,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Bub3,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Casp8ap2,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cbx1,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Ccna2,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Ccnb2,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Ccnd1,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Ccnf,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Ccnt1,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdc20,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdc25a,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdc25b,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdc27,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdc45,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdc6,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdc7,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdk1,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdk4,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdkn1b,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdkn2c,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdkn3,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cenpa,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cenpe,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cenpf,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Chaf1a,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Chek1,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Chmp1a,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cks1b,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cks2,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Ctcf,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cul1,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cul3,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cul4a,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Cul5,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Dbf4,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Ddx39a,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Dkc1,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Dmd,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Dr1,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Dtymk,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
E2f1,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
E2f2,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
E2f3,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
E2f4,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Efna5,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Egf,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Espl1,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Ewsr1,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Exo1,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Ezh2,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Fancc,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Fbxo5,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
Foxn3,g2m_checkpoint,1,Mouse_MSigDB_native_hallmark,HALLMARK_G2M_CHECKPOINT,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_G2M_CHECKPOINT,Mouse genes annotated to HALLMARK_G2M_CHECKPOINT based on orthology mappings provided by the Alliance Genome Consortium,True,
