epoch,train_loss,validation_loss,learning_rate
1,0.7294882477686583,0.7092306044798131,3.75e-05
2,0.7157767316810003,0.7027629963269888,7.5e-05
3,0.7223796619547159,0.7112610239294708,0.0001125
4,0.7179294391172439,0.7041828222438156,0.00015
5,0.702714314755764,0.6978577844421527,0.00018749999999999998
6,0.6949566466580326,0.6964643136128734,0.000225
7,0.6933023276415481,0.70057688164189,0.0002625
8,0.6768754610966907,0.6842805005093882,0.0003
9,0.654255919576383,0.8574193469900735,0.00029985723323727866
10,0.6338981528182589,0.6650118628046542,0.0002994292047137618
11,0.638062508110872,0.9130219877076259,0.00029871672920607153
12,0.6332440746899296,0.6554928985120243,0.0002977211629518312
13,0.6405885259352871,0.8362757239693264,0.00029644440106799
14,0.585233451659872,0.691957255370891,0.0002948888739433602
15,0.6068500539633012,0.8053227147269169,0.000293057542612234
16,0.5532355949349471,0.6190432122553478,0.0002909538931178862
17,0.5457697555618225,0.8423241195473363,0.000288581929876693
18,0.5056127684762749,0.7469187376762796,0.0002859461680554975
19,0.45055490804286613,0.5750539922123394,0.0002830516249767332
20,0.4650211291338892,0.9300102544516523,0.0002799038105676658
21,0.41102041723885047,0.7225732326215231,0.0002765087168719328
22,0.3448329621063685,0.6783114147530087,0.00027287280664334875
23,0.27338427768026635,0.6662746362861741,0.00026900300104368524
24,0.2946862686268411,0.6087134857205989,0.00026490666646784665
25,0.2311325899997982,0.6643858045493588,0.0002605916005215186
26,0.22129408617363588,0.76025593752809,0.00025606601717798207
27,0.20314162699352753,0.7174185191198132,0.00025133853114234905
28,0.2076959028357826,0.7184297155709253,0.0002464181414529809
29,0.23159243466080867,0.6136546916370802,0.00024131421435130807
30,0.170386891263775,0.6172575186829674,0.00023603646545265687
31,0.17967821262832379,0.5992963779847935,0.00023059494125202357
