model,roc_auc,pr_auc,balanced_accuracy,f1,brier,roc_auc_ci_low,roc_auc_ci_high,age_spearman,donors
gene_signature,0.9791666666666666,0.976190476190476,0.9375,0.9230769230769231,0.05323783280608724,0.8958333333333334,1.0,-0.8579172326174467,14
elastic_net,0.9583333333333333,0.9484126984126984,0.8541666666666667,0.8333333333333334,0.08862107979937131,0.8333333333333333,1.0,-0.8391000470080363,14
gene_transformer,0.7916666666666667,0.8134920634920635,0.7916666666666667,0.7692307692307693,0.1774810310020379,0.5,1.0,-0.5344402432698848,14
technical_only,0.5833333333333333,0.5007936507936507,0.7291666666666667,0.7142857142857143,0.2721519857204115,0.2708333333333333,0.8958333333333334,-0.412550363225876,14
