epoch,train_loss,validation_loss,learning_rate
1,0.7415540508485637,0.7253759768310963,3.75e-05
2,0.7114876990835943,0.707548760706743,7.5e-05
3,0.7282633242400431,0.7053018721977695,0.0001125
4,0.7111490557104153,0.6891103739406392,0.00015
5,0.6987188777214901,0.6770639823714604,0.00018749999999999998
6,0.6825046494288627,0.6664311979417588,0.000225
7,0.6842259440218148,0.6444921023578358,0.0002625
8,0.6559673710458671,0.6018128138044161,0.0003
9,0.6273641529424098,0.5604998851932843,0.00029985723323727866
10,0.6151039516471221,0.5916635773291389,0.0002994292047137618
11,0.5966535771849254,0.5108646302391877,0.00029871672920607153
12,0.5711219927360018,0.560217683628611,0.0002977211629518312
13,0.5449255258602139,0.5029745688704539,0.00029644440106799
14,0.5247039303613713,0.38805954497079004,0.0002948888739433602
15,0.48420496242163574,0.3229444319474528,0.000293057542612234
16,0.3923990990822915,0.24791259154324696,0.0002909538931178862
17,0.3913830710934511,0.4027958574644585,0.000288581929876693
18,0.2935024536262124,0.28866872642681163,0.0002859461680554975
19,0.2831397913758822,0.15532411182217434,0.0002830516249767332
20,0.2662908957123133,0.23859675994038523,0.0002799038105676658
21,0.2106757884569466,0.24463507699213213,0.0002765087168719328
22,0.22059651690496443,0.13787081518255584,0.00027287280664334875
23,0.16260631668503087,0.21317978664084755,0.00026900300104368524
24,0.22773275037689694,0.034340264028150665,0.00026490666646784665
25,0.14601614030741028,0.06157241006618523,0.0002605916005215186
26,0.125331401021038,0.050500992092895394,0.00025606601717798207
27,0.12208895202133759,0.36570884732654285,0.00025133853114234905
28,0.12163938126950961,0.15612446351847015,0.0002464181414529809
29,0.1666209781918125,0.09640046604115528,0.00024131421435130807
30,0.10491500190180439,0.23465935754645242,0.00023603646545265687
31,0.11400689898667594,0.0886342709102186,0.00023059494125202357
32,0.11071723581221571,0.08784398100530431,0.000225
33,0.11182374402300177,0.09459672349924639,0.0002192622919852551
34,0.10640160592690798,0.31082958704303365,0.0002133927392611049
35,0.11130795853289682,0.06455423194567213,0.00020740251485476345
36,0.14097624340640483,0.42528784450635165,0.00020130302149885031
