dataset_id,source_path,owner,species,tissue,subtissue,cell_type,assay,n_cells,n_genes,independent_donor_count,donors_per_age_group,sex_balance,age_sex_confounding,dataset_age_confounding,assay_age_confounding,tissue_compatibility,msc_annotation_compatibility,raw_counts_available,donor_resolved_metadata,paired_sample_metadata,genome_build,gene_identifier_namespace,transcript_complexity_by_age,kaile_feature_coverage,zihan_signature_coverage,kei_risk_coverage,eligibility,exclusion_reason,notes
TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
