epoch,train_loss,validation_loss,learning_rate
1,0.7310114500243727,0.7153897417927901,3.75e-05
2,0.7093505049680785,0.6983438217998387,7.5e-05
3,0.7169027709526563,0.6947598622199483,0.0001125
4,0.6955446242661283,0.6811832617289046,0.00015
5,0.667235990361354,0.6643581383726829,0.00018749999999999998
6,0.6314728138232626,0.6363933612950547,0.000225
7,0.5822607898395091,0.6252211191595216,0.0002625
8,0.518526203362197,0.7316700588604742,0.0003
9,0.5022232147291804,0.7720486573066441,0.00029985723323727866
10,0.497530856639818,0.7114855224535301,0.0002994292047137618
11,0.49047267430300345,0.6429477191986709,0.00029871672920607153
12,0.45970596375968803,0.6215143170431748,0.0002977211629518312
13,0.441426069886727,0.6555315252589039,0.00029644440106799
14,0.428882222206951,0.633981424957192,0.0002948888739433602
15,0.40292582091163187,0.5854928782867901,0.000293057542612234
16,0.38910138937864036,0.5584628780083963,0.0002909538931178862
17,0.3587615435090001,0.5976295181552043,0.000288581929876693
18,0.35225859563309586,0.5240789658862031,0.0002859461680554975
19,0.37068997320490704,0.5187918330253979,0.0002830516249767332
20,0.35142952340989553,0.5010567864012377,0.0002799038105676658
21,0.32993895166060505,0.4553073144445836,0.0002765087168719328
22,0.281011055280103,0.47283276799160734,0.00027287280664334875
23,0.278283837765218,0.3496895949369503,0.00026900300104368524
24,0.25266611928565447,0.3250816206213525,0.00026490666646784665
25,0.24091447783037798,0.28716745169840047,0.0002605916005215186
26,0.2049110815461167,0.3029779867009989,0.00025606601717798207
27,0.19753637665322116,0.30339664261708577,0.00025133853114234905
28,0.18609095276167079,0.2912128958558722,0.0002464181414529809
29,0.19927357189286157,0.3282723718050694,0.00024131421435130807
30,0.16739499334174054,0.2734904408513774,0.00023603646545265687
31,0.16628686878662766,0.26757498516988065,0.00023059494125202357
32,0.16775788452152887,0.19149797995936915,0.000225
33,0.14257864841698653,0.21123031196677403,0.0002192622919852551
34,0.1417824622174658,0.21986987291940624,0.0002133927392611049
35,0.13798689754570231,0.21770370459621394,0.00020740251485476345
36,0.12302707573946785,0.21347403233047407,0.00020130302149885031
37,0.1327479638115805,0.2948968892584018,0.00019510586992564093
38,0.14720754377003117,0.4780778442161794,0.0001888228567653781
39,0.11043689126783884,0.21306418180137793,0.0001824659420907154
40,0.11211796333075998,0.2157618848399181,0.00017604722665003956
41,0.1067888709703297,0.4613219359594275,0.00016957892883300775
42,0.11807541734225024,0.1604564705986113,0.00016307336141214873
43,0.10541110880234662,0.32306372782590465,0.00015654290810480042
44,0.08901984000219906,0.3340296662233869,0.00015
45,0.09735782907189923,0.21717131440010468,0.0001434570918951996
46,0.07831563110699999,0.2638394446299614,0.00013692663858785124
47,0.09346090443128247,0.37407935263962444,0.00013042107116699228
48,0.1074783282417175,0.2742578709551402,0.00012395277334996044
49,0.11522620865685945,0.524977125597793,0.00011753405790928456
50,0.08411307534312501,0.26510581988822235,0.00011117714323462186
51,0.09977925937120172,0.27192795686865634,0.00010489413007435904
52,0.0848521815157912,0.35944041098777424,9.869697850114969e-05
53,0.07011724920833812,0.3425174896760594,9.259748514523653e-05
54,0.09537696597330711,0.2663106859000052,8.660726073889511e-05
